"","id","title"
"1071","GERD_FUNDS_PRE1981","Gross domestic expenditure on R-D by sector of performance and source of funds (1963-1980)"
"1072","RD_ACTIVITY_PRE1981","R-D expenditure by sector of performance and type of R-D (1963-1980)"
"1073","PERS_OCCUP_PRE1981","R-D personnel by sector of employment and occupation (1963-1980)"
"1074","TEC9_REV4","IX - TEC by activity sectors"
"1075","GD_BREAKDOWNS_12","Data for the breakdown visualisations of the Going Digital portal - part 12"
"1076","FFS_FRA","Fossil Fuel Support - FRA"
"1077","FFS_GRC","Fossil Fuel Support - GRC"
"1078","FFS_IND","Fossil Fuel Support - IND"
"1079","FFS_SWE","Fossil Fuel Support - SWE"
"1080","FFS_TUR","Fossil Fuel Support - TUR"
"1081","FFS_USA","Fossil Fuel Support - USA"
"1082","REVTUN","Details of Public Revenues - Tunisia"
"1083","FFS_IRL","Fossil Fuel Support - IRL"
"1084","FFS_ISR","Fossil Fuel Support - ISR"
"1085","FFS_ITA","Fossil Fuel Support - ITA"
"1086","FFS_JPN","Fossil Fuel Support - JPN"
"1087","FFS_KOR","Fossil Fuel Support - KOR"
"1088","FFS_LUX","Fossil Fuel Support - LUX"
"1089","FFS_MEX","Fossil Fuel Support - MEX"
"1090","FFS_NLD","Fossil Fuel Support - NLD"
"1091","FFS_NOR","Fossil Fuel Support - NOR"
"1092","FFS_NZL","Fossil Fuel Support - NZL"
"1093","FFS_PRT","Fossil Fuel Support - PRT"
"1094","FFS_RUS","Fossil Fuel Support - RUS"
"1095","FFS_SVK","Fossil Fuel Support - SVK"
"1096","FFS_SVN","Fossil Fuel Support - SVN"
"1097","FFS_POL","Fossil Fuel Support - POL"
"1098","FFS_ZAF","Fossil Fuel Support - ZAF"
"1099","FFS_BRA","Fossil Fuel Support - BRA"
"1100","FFS_DNK","Fossil Fuel Support - DNK"
"1101","FFS_HUN","Fossil Fuel Support - HUN"
"1102","FFS_DEU","Fossil Fuel Support - DEU"
"1103","FFS_IDN","Fossil Fuel Support - IDN"
"1104","FFS_BEL","Fossil Fuel Support - BEL"
"1105","FFS_CAN","Fossil Fuel Support - CAN"
"1106","FFS_GBR","Fossil Fuel Support - GBR"
"1107","FFS_CHN","Fossil Fuel Support - CHN"
"1108","FFS_CHL","Fossil Fuel Support - CHL"
"1109","FFS_CHE","Fossil Fuel Support - CHE"
"1110","FFS_ESP","Fossil Fuel Support - ESP"
"1111","FFS_FIN","Fossil Fuel Support - FIN"
"1112","FFS_CZE","Fossil Fuel Support - CZE"
"1113","FFS_EST","Fossil Fuel Support - EST"
"1114","BLI2016","Better Life Index - Edition 2016"
"1115","TIVA2015_C2","Trade in Value Added (TiVA) - Origin of value added in gross exports"
"1116","SNGF","Subnational governments in OECD countries: key data"
"1117","FAMILY","Family Database"
"1118","EO97_INTERNET","Economic Outlook No 97 - June 2015 - OECD Annual Projections"
"1119","EO97_OUTLOOK97","Economic Outlook No 97 - June 2015 - OLIS version"
"1120","HEALTH_WFMI","Health Workforce Migration"
"1121","AEOANN2015","AEO Statistical annex, 2015"
"1122","AEOCN2015","AEO Country Notes Tables, 2015"
"1123","AEOREV2015","AEO Revenue Statistics, 2015"
"1124","REVMAR","Details of Public Revenues - Morocco"
"1125","ERTR_ACC","Environmentally related tax revenue accounts"
"1126","REVCMR","Details of Public Revenues - Cameroon"
"1127","REVZAF","Details of Public Revenues - South Africa"
"1128","MON2015_REFERENCE_TABLE","2015 ) Monitoring and evaluation : Reference Tables"
"1129","REVCIV","Details of Public Revenues - Côte d’Ivoire"
"1130","TSEC1_COPY","I: TEC by Size Classes COPY"
"1131","STRI_H","STRI Heterogeneity Indices"
"1132","IA","Adequacy of Guaranteed Minimum Income benefits"
"1133","MIG","International Migration Database"
"1134","REVRWA","Details of Public Revenues - Rwanda"
"1135","REGION_LABOUR","Regional Labour"
"1136","U_SIGI","Uganda-SIGI"
"1137","REGION_SOCIAL","Regional Social and Environmental indicators"
"1138","REGION_INNOVATION","Regional Innovation"
"1139","REVSEN","Details of Public Revenues - Senegal"
"1140","REVMUS","Details of Public Revenues - Mauritius"
"1141","U_GID","Uganda-GID"
"1142","SNA_TABLE1_ARCHIVE","1. Gross domestic product (GDP), 2019 archive"
"1143","HISTPOP","Historical population"
"1144","TIVA_2018_C1","Trade in Value Added (TiVA): Principal indicators"
"1145","TEC1_REV4_COPY","I - TEC by sector and size class COPY"
"1146","MON2017_SINGLE_COMMODITY_INDICATORS","2017 - Monitoring and evaluation : Single commodity indicators"
"1147","BUILT_UP_FUA","Built-up area and built-up area change in Functional Urban Areas"
"1148","FFS_ISL","Fossil Fuel Support - ISL"
"1149","EAG_EARNINGS","Education and earnings"
"1150","REG_BUSI_DEMOG_COPY","Regional Business Demography copy"
"1151","QASA_7II_DISCR","Statistical discrepancy (Institutional Investors – Financial Balance Sheets)"
"1152","FACTBOOK2015_PUB","Factbook Country Statistical Profiles   -  2015/2016 edition"
"1153","REVIDN","Details of Tax Revenue - Indonesia"
"1154","REVMYS","Details of Tax Revenue - Malaysia"
"1155","REVPHL","Details of Tax Revenue - Philippines"
"1156","RS_ASI","Revenue Statistics - Asia and the Pacific: Comparative tables"
"1157","GD_BREAKDOWNS_3","Data for the breakdown visualisations of the Going Digital portal - part 3"
"1158","AEI_OTHER","Agri-Environmental other indicators"
"1159","POPPROJ","Population projections"
"1160","COMPASS","REITER.Stat"
"1161","TIM_2019_MAIN","Trade in employment (TiM): Principal indicators"
"1162","EDU_ENRL_FIELD","Enrolment by field"
"1163","EDU_ENRL_INST","Enrolment by type of institution"
"1164","EDU_ENRL_MOBILE","Enrolment of international students by country of origin"
"1165","EDU_ENTR_AGE","New entrants by age"
"1166","EDU_ENTR_FIELD","New entrants by field"
"1167","EDU_GRAD_AGE","Graduates by age"
"1168","EDU_GRAD_FIELD","Graduates by field"
"1169","EAG_IT_ALL","Students' instruction time in compulsory education"
"1170","EDU_GRAD_INST","Graduates by type of institution"
"1171","EDU_GRAD_MOBILE","International graduates by country of origin"
"1172","EDU_PERS_AGE","Educational personnel by age"
"1173","EDU_PERS_INST","Educational personnel by type of institution, management personnel and teacher aides"
"1174","EAG_TS_ACT","Teachers' and school heads' actual salaries"
"1175","FISH_PAT_COL_RATES","Fisheries International collaboration in technology development (rates)"
"1176","FISH_PAT_COL","Fisheries International collaboration in technology development (bilateral)"
"1177","FISH_PAT_DIFF","Fisheries technology diffusion"
"1178","MON2016_REFERENCE_TABLE","2016 - Monitoring and evaluation : Reference Tables"
"1179","REVGUY","Details of Tax Revenue - Guyana"
"1180","EAG_TS_STA_SUBNAT","Teachers' statutory salaries (subnational data)"
"1181","REVJPN_ASIAN","Details of Tax Revenue Asia - Japan"
"1182","REVKOR_ASIAN","Details of Tax Revenue Asia - Korea"
"1183","7PSD_D1D4","Public sector debt by instrument coverage"
"1184","EAMFP","Environmentally Adjusted Multifactor Productivity"
"1185","EO98_INTERNET","Economic Outlook No 98 - November 2015 "
"1186","STANI4_2016","STAN Industrial Analysis"
"1187","TIVA_2018_C2","Trade in Value Added (TiVA): Origin of value added in gross exports"
"1188","GFG","Going for Growth 2019."
"1189","PROTECTED_AREAS","Protected areas"
"1190","NCM_LIVE","NCM Live cube"
"1191","EPS","Environmental Policy Stringency Index"
"1192","SNA_TABLE2_ARCHIVE","2. Disposable income and net lending - net borrowing, 2019 archive"
"1193","STIO_2016","Science Technology and Innovation Outlook 2016"
"1194","NAT_RES","Mineral and Energy Resources"
"1195","IOTS","Input-Output Tables"
"1196","SHA_FP","Input costs for health care provision"
"1197","STRI_INTRAEEA","IntraEEA Services Trade Restrictiveness Index"
"1198","STRI_DIGITAL","Digital Services Trade Restrictiveness Index"
"1199","STRI_H_INTRAEEA","IntraEEA STRI Heterogeneity Indices"
"1200","STRI_H_DIGITAL","Digital STRI Heterogeneity Indices"
"1201","SNA_TABLE30","30. Supply at basic prices and its transformation into purchasers' prices"
"1202","SNA_TABLE31","31. Supply, Output and its components by industries"
"1203","SNA_TABLE41","41. Use, Value added and its components, GFCF and assets by activity"
"1204","SNA_TABLE43","43. Use at basic prices"
"1205","TABLE_III2","Table III.2. Employer social security contribution rates"
"1206","REVLVA","Details of Tax Revenue - Latvia"
"1207","SOCX_DET","Social Expenditure - Detailed data"
"1208","ICT_HH2","ICT Access and Usage by Households and Individuals"
"1209","SHA_HK","Gross fixed capital formation in the health care system"
"1210","ITF_INDICATORS","Indicators"
"1211","SNA_TABLE44","44. Valuation matrices"
"1212","SNA_TABLE42","42. Use, Employment by activity"
"1213","SNA_TABLE725R","725. Financial balance sheets counterpart information - non consolidated - SNA 2008"
"1214","INDIA_OUTPUTS","Model outputs"
"1215","EAG_EA_SKILLS","Educational attainment and labour market outcomes by skills"
"1216","ICT_BUS","ICT Access and Usage by Businesses"
"1217","RS_GBL","Global Revenue Statistics Database"
"1218","EO100_INTERNET","Economic Outlook No 100 - November 2016"
"1219","HIGH_AGLINK_2017","OECD-FAO Agricultural Outlook 2017-2026"
"1220","BIMTS_CPA","Balanced International Merchandise Trade Statistics (by CPA)"
"1221","TIVA_2016_C4","Trade in Value Added (TiVA): Gross exports by final destination"
"1222","TIVA_2016_C1","Trade in Value Added (TiVA): December 2016"
"1223","TIVA_2016_C2","Trade in Value Added (TiVA): Origin of Value Added in gross exports"
"1224","TIVA_2016_C3","Trade in Value Added (TiVA): Origin of Value Added in final demand"
"1225","TIVA_NOWCAST","TiVA Nowcast Estimates"
"1226","SHA_FS","Revenues of health care financing schemes"
"1227","REVKAZ","Details of Tax Revenue - Kazakhstan"
"1228","WEALTH","Wealth"
"1229","EP_IND","Environmental Performance Indicators"
"1230","REVBFA","Details of Public Revenues - Burkina Faso"
"1231","FFS_LTU","Fossil Fuel Support - LTU"
"1232","SKILLS_2018_REGION","Skill needs - Regional"
"1233","REVBWA","Details of Public Revenues - Botswana"
"1234","TABLE_III3","Table III.3 Self-employed social security contribution rates"
"1235","GOV_2017","Government at a Glance - 2017 edition"
"1236","TIVA_2016_C5","Trade in Value Added (TiVA): Origin of Value Added in gross imports"
"1237","EO101_INTERNET","Economic Outlook No 101 - June 2017"
"1238","SOCR_REF","SOCR - Reference series"
"1239","EO104_INTERNET","Economic Outlook No 104 - November 2018."
"1240","MISMATCH","Mismatch"
"1241","REVCOG","Details of Public Revenues - Republic of the Congo"
"1242","FFS_ARG","Fossil Fuel Support - ARG"
"1243","FFS_COL","Fossil Fuel Support - COL"
"1244","EO102_INTERNET","Economic Outlook No 102 - November 2017"
"1245","MON2017_REFERENCE_TABLE","2017 - Monitoring and evaluation : Reference Tables"
"1246","AEI_OTHER_TEST","Continued - Agri-Environmental other indicators"
"1247","ALFS_EMP_ARCHIVE","Employment by activities and status (ALFS) ARCHIVE"
"1248","ALFS_SUMTAB_ARCHIVE","ALFS Summary tables ARCHIVE"
"1249","SNA_TABLE45","SUT Indicators"
"1250","REVUGA","Details of Public Revenues - Uganda"
"1251","EAG_TS_ACT_SUBNAT","Teachers' and school heads' actual salaries (subnational data)"
"1252","EAG_AL","Adult education and learning"
"1253","EDU_ENRL_AGE","Enrolment by age"
"1254","EAG_WT_ORG","Teachers' and school heads' teaching and working time"
"1255","AFDDANN","Africa's Development Dynamics - Statistical Annex"
"1256","REVCOD","Details of Public Revenues - Congo, Dem. Rep."
"1257","REVNER","Details of Public Revenues - Niger"
"1258","REVGHA","Details of Public Revenues - Ghana"
"1259","REVSWZ","Details of Public Revenues - Swaziland"
"1260","REVKEN","Details of Public Revenues - Kenya"
"1261","REVEGY","Details of Public Revenues - Egypt"
"1262","REG_BUSI_DEMOG","Regional Business Demography"
"1263","GD_BREAKDOWNS_13","Data for the breakdown visualisations of the Going Digital portal - part 13"
"1264","SHA","Health expenditure and financing"
"1265","FISH_FSE","Fisheries Support Estimate"
"1266","BFSIGI","Burkina Faso-SIGI"
"1267","REITER_2018","Compass.Stat"
"1268","BERD_SOF_SIZE","Business enterprise R&D expenditure by source of funds and number of persons employed (organisation size class)"
"1269","REVMLI","Details of Public Revenues - Mali"
"1270","BERD_MA_SOF","Business enterprise R&D expenditure by main activity (focussed) and source of funds"
"1271","GERD_SOF","Gross domestic expenditure on R&D by sector of performance and source of funds"
"1272","GERD_TOE","Gross domestic expenditure on R&D by sector of performance and type of expenditure"
"1273","GERD_TORD","Gross domestic expenditure on R&D by sector of performance and type of R&D"
"1274","GERD_FORD","Gross domestic expenditure on R&D by sector of performance and field of R&D (FORD)"
"1275","GERD_SEO","Gross domestic expenditure on R&D by sector of performance and socio-economic objective (SEO)"
"1276","BERD_MA_TOE","Business enterprise R&D expenditure by main activity (focussed) and type of expenditure"
"1277","PERS_FUNC","R&D personnel by sector and function"
"1278","PERS_INDU","R&D personnel in the business enterprise sector by main activity"
"1279","PERS_FORD","R&D personel by sector and major field of R&D (FORD)"
"1280","PERS_QUALIF","R&D personnel by sector and formal qualification"
"1281","GBARD_NABS2007","Government budget allocations for R&D"
"1282","BERD_INDU","Business enterprise R&D expenditure by industry"
"1283","CRS1","Creditor Reporting System (CRS)"
"1284","REVBGR","Details of Public Revenue - Bulgaria"
"1285","EO103_INTERNET","Economic Outlook No 103 - May 2018."
"1286","SBE","Strictness of activation requirements"
"1287","RDSUB","Implied tax subsidy rates on R&D expenditures"
"1288","LAC_REVCOL","Details of Tax Revenue - Colombia"
"1289","EO103_LTB","Economic Outlook No 103 - July 2018 - Long-term baseline projections"
"1290","HIGH_AGLINK_2018","OECD-FAO Agricultural Outlook 2018-2027"
"1291","MON2018_SINGLE_COMMODITY_INDICATORS","2018 - Monitoring and evaluation : Single commodity indicators"
"1292","QASA_TABLE801_ARCHIVE","Non-financial accounts by economic sector - Archive before 2019 benchmark revisions"
"1293","NCM_STAGING","NCM Staging cube"
"1294","REVTHA","Details of Tax Revenue - Thailand"
"1295","EAG_MIGR","Education and labour market outcomes of native- and foreign-born adults"
"1296","SNA_TABLE3_ARCHIVE","3. Population and employment by main activity, 2019 archive"
"1297","REVLTU","Details of Tax Revenue - Lithuania"
"1298","SBRD","R&D indicators sub-platform"
"1299","SKILLS_2018_TOTAL","Skill needs"
"1300","SKILLS_2018_INDUSTRY","Skill needs - Industries "
"1301","TIVA_2018_C3","Trade in Value Added (TiVA): Origin of value added in final demand"
"1302","VC_INVEST","Venture capital investments"
"1303","GD_BREAKDOWNS_1","Data for the breakdown visualisations of the Going Digital portal - part 1"
"1304","GD_BREAKDOWNS_2","Data for the breakdown visualisations of the Going Digital portal - part 2"
"1305","TIVA_2018_C4","Trade in Value Added (TiVA): Gross exports by final destination and origin of value added"
"1306","TIVA_2018_C5","Trade in Value Added (TiVA): Origin of value added in gross imports"
"1307","REVCOK","Details of Tax Revenue - Cook Islands"
"1308","REVWSM","Details of Tax Revenue - Samoa"
"1309","REVPNG","Details of Tax Revenue - Papua New Guinea"
"1310","REVSLB","Details of Tax Revenue - Solomon Islands"
"1311","REVFJI","Details of Tax Revenue - Fiji"
"1312","NRR","Net replacement rate in unemployment"
"1313","HGRR","Historical Gross Replacement Rates"
"1314","HIGH_AGLINK_2019","OECD-FAO Agricultural Outlook 2019-2028"
"1315","IOTSI4_2018","Input-Output Tables 2018 edition"
"1316","GOV_SEA","Government at a Glance - SEA countries"
"1317","AFRICAPOLIS","Africapolis"
"1318","ICT_IUSERS","ICT Usage by Internet Users"
"1319","SIGI2019","Social Institutions and Gender Index 2019"
"1320","FOBS","Future of Business Survey"
"1321","RE_FIT","Renewable energy feed-in tariffs"
"1322","GD_DISTANCES_DEV","Distances for the ""hero"" visualisation of the Going Digital portal"
"1323","SNA_TABLE10_ARCHIVE","10. Taxes and social contributions receipts, 2019 archive"
"1324","REVGNQ","Details of Public Revenues - Equatorial Guinea"
"1325","FDI_CTRY_IND_SUMM","FDI statistics by partner country and by industry - Summary"
"1326","SNA_TABLE29","29. Social insurance pension schemes"
"1327","TRADEENV_IND1","Carbon emissions embodied in trade"
"1328","TRADEENV_IND10","Trade in Environmentally Related Goods"
"1329","TRADEENV_IND12","Trade in Waste and Scrap"
"1330","TRADEENV_IND2","Carbon Emissions Embodied in Trade Under the Equal Carbon Intensity (ECI) Assumption"
"1331","TRADEENV_IND3","Scale, Composition and Technique Effects of Imported Carbon Emissions"
"1332","TRADEENV_IND4","Embodied Materials in Trade"
"1333","TRADEENV_IND6","Nutrient Balance of Exports"
"1334","TRADEENV_IND8","Support Measures for Fossil Fuels"
"1335","TRADEENV_IND9","Tariffs on Environmental Goods"
"1336","REVVNM","Details of Public Revenue - Viet Nam"
"1337","ITF_OUTLOOK_URB_PAX_SEX","Urban passenger model - Trips by gender and distance bin"
"1338","BIMTS_HS2017","Balanced International Merchandise Trade Statistics (by HS2017)"
"1339","MON2019_REFERENCE_TABLE","2019 - Monitoring and evaluation : Reference Tables"
"1340","DV_DCD_PPFD","Private Philanthropy for Development (CRS)"
"1341","EO105_INTERNET","Economic Outlook No 105 - May 2019."
"1342","PMR2018","Product Market Regulation 2018."
"1343","REVVUT","Details of Tax Revenue - Vanuatu"
"1344","SNA_TABLE11_ARCHIVE","11. Government expenditure by function (COFOG), 2019 archive"
"1345","SNA_TABLE12_ARCHIVE","12. Government deficit/surplus, revenue, expenditure and main aggregates, 2019 archive"
"1346","REGION_EDUCAT","Regional Education"
"1347","SNGF_CYC","SNGF World Observatory for CYC"
"1348","SECTREG2018","Regulation in Network and Service Sectors 2018"
"1349","SNA_TABLE5_ARCHIVE","5. Final consumption expenditure of households, 2019 Archive"
"1350","SNA_TABLE6A_ARCHIVE","6A. Value added and its components by activity, ISIC rev4, 2019 archive"
"1351","SNA_TABLE8A_ARCHIVE","8A. Capital formation by activity ISIC rev4, 2019 archive"
"1352","SNA_TABLE9A_ARCHIVE","9A. Fixed assets by activity and by asset, ISIC rev4, 2019 archive"
"1353","SNA_TABLE9B_ARCHIVE","9B. Balance sheets for non-financial assets, 2019 archive"
"1354","SNA_TABLE13_ARCHIVE","13. Simplified non-financial accounts, 2019 archive"
"1355","SNA_TABLE14A_ARCHIVE","14A. Non-financial accounts by sectors, 2019 archive"
"1356","SNA_TABLE7A_ARCHIVE","7A. Labour input by activity, ISIC rev4, 2019 archive"
"1357","CBC","Collective bargaining coverage"
"1358","REVMDG","Details of Public Revenues - Madagascar"
"1359","REVMRT","Details of Public Revenues - Mauritania"
"1360","REVSYC","Details of Public Revenues - Seychelles"
"1361","REVNGA","Details of Public Revenues - Nigeria"
"1362","STANI4_2020","STAN Industrial Analysis (2020 ed.)"
"1363","ITF_ACCESS","Urban access framework"
"1364","INTACT_FOREST_LANDSCAPES","Intact Forest Landscapes"
"1365","REVNZL_AP","New Zealand"
"1366","REVAUS_AP","Details of Tax Revenue - Australia (Asia and Pacific)"
"1367","RFD","Regional Government Finance and Investment Database"
"1368","AGE_GAP","Wage gap by age"
"1369","EAG_NEAC","Educational attainment and labour-force status"
"1370","MTPI_CPA","Merchandise Trade Price Index Database by CPA"
"1371","EDU_DEM","Population data"
"1372","WT_ORG_SUBNAT","Teachers' teaching and working time"
"1373","IT_ALL_SUBNAT","Instruction time in compulsory education"
"1374","EAG_FIN_SOURCE","Educational expenditure by Source and destination"
"1375","EAG_FIN_RATIO","Educational Finance Indicators"
"1376","EO106_INTERNET","Economic Outlook No 106 - November 2019."
"1377","GOV_2019","Government at a Glance - 2019 edition"
"1378","FISH_INDICATORS","Fisheries and Aquaculture Indicators"
"1379","RHPI","National and Regional House Price Indices"
"1380","ERTR","Environmentally related tax revenue"
"1381","HSL","How's Life? Well-Being"
"1382","GD_BREAKDOWNS_6","Data for the breakdown visualisations of the Going Digital portal - part 6"
"1383","EPEA","EPEA"
"1384","GD_BREAKDOWNS_14","Data for the breakdown visualisations of the Going Digital portal - part 14"
"1385","REGION_TYPOL","Regional typology"
"1386","GD_BREAKDOWNS_15","Data for the breakdown visualisations of the Going Digital portal - part 15"
"1387","BIBLIO","Bibliometric indicators (by field)"
"1388","REFSERIES_GL","Global Revenue Statistics - Reference Series"
"1389","REVMNG","Details of Public Revenue - Mongolia"
"1390","TALIS_IND","TALIS Indicators"
"1391","REVBTN","Details of Public Revenue - Bhutan"
"1392","REVCHN","Details of Public Revenue - China (People's Republic of)"
"1393","ITF_CQ","Detailed annual transport statistics"
"1394","FFS_BLR","Fossil Fuel Support - BLR"
"1395","FFS_UKR","Fossil Fuel Support - UKR"
"1396","REFSERIES_ASI","Revenue Statistics in Asia and the Pacific: Reference series"
"1397","EO107_INTERNET_1","Economic Outlook No 107 - June 2020 – Single-hit scenario"
"1398","EO107_INTERNET_2","Economic Outlook No 107 - June 2020 – Double-hit scenario"
"1399","RHPI_TARGET","National and Regional House Price Indices - Headline indicators"
"1400","HIGH_AGLINK_2020","OECD-FAO Agricultural Outlook 2020-2029"
"1401","DV_DCD_DCRPROFILES20","DCR Profiles 2020-21"
"1402","CBCR_TABLEI","Table I - Aggregate totals by jurisdiction"
"1403","CBCR_TABLEII","Table II - Average values by jurisdiction"
"1404","CBCR_TABLEIII","Table III - Aggregate totals by tax rate of MNE groups"
"1405","CBCR_TABLEIV","Table IV - Aggregate totals by tax rate of MNE sub-groups"
"1406","CBCR_TABLEV","Table V - Distribution points of MNE group size"
"1407","EPL_CD","Strictness of employment protection – collective dismissals (additional restrictions)"
"1408","FFS_MDA","Fossil Fuel Support - MDA"
"1409","FFS_ARM","Fossil Fuel Support - ARM"
"1410","FFS_AZE","Fossil Fuel Support - AZE"
"1411","FFS_GEO","Fossil Fuel Support - GEO"
"1412","GOV_LAC","Government at a Glance - LAC countries"
"1413","GD_EXT_ICT_BUS","Data for the breakdown visualisations of the Going Digital portal - part 18"
"1414","GD_EXT_ICT_HH2","Data for the breakdown visualisations of the Going Digital portal - part 17"
"1415","FFS_INDICATOR_DETAILED","Fossil Fuel Support - Detailed Indicators"
"1416","ECR","Effective Carbon Rates"
"1417","GD_EXT_BROADBAND_DB","Data for the breakdown visualisations of the Going Digital portal - part 16"
"1418","SNA_TABLE625R","625. Financial accounts counterpart information - non consolidated - SNA 2008"
"1419","NCC","Net childcare costs for parents using childcare facilities"
"1420","PTRCCUB","PTR for parents claiming Unemployment Benefits and using childcare services"
"1421","PTRCCSA","PTRs for parents claiming Guaranteed Minimum Income (GMI) benefits and using childcare services"
"1422","REVNAM","Details of Public Revenues - Namibia"
"1423","REVLSO","Details of Public Revenues - Lesotho"
"1424","REVMWI","Details of Public Revenues - Malawi"
"1425","REVTCD","Details of Public Revenues - Chad"
"1426","GD_BREAKDOWNS_19","Data for the breakdown visualisations of the Going Digital portal - part 19"
"1427","QASA_TABLE625R","Non-consolidated financial accounts counterpart information (Quarterly table 0625) - SNA 2008"
"1428","EGDNA_PUBLIC","EXPERIMENTAL STATISTICS: Distributional information on household income, consumption and saving"
"1429","GOV_2021","Government at a Glance - 2021 edition"
"1430","EO108_INTERNET","Economic Outlook No 108 - December 2020."
"1431","REVCOL","Details of Tax Revenue - Colombia"
"1432","IMW","Incomes of minimum wage earners"
"1433","EO109_INTERNET","Economic Outlook No 109 - May 2021."
"1434","ITF_OUTLOOK_NON_URB_GOODS_DOM_THROUGHPUT","Non-urban domestic freight model - Airport and port throughput"
"1435","BATIS_EBOPS2010","Balanced International Trade in Services (2005-2019)"
"1436","GD_BREAKDOWNS_20","Data for the breakdown visualisations of the Going Digital portal - part 20"
"1437","TEUREVPOT","Taxing Energy Use for Sustainable Development: Energy Tax Revenues and Reform Potential"
"1438","TEUSDCBR","Taxing Energy Use for Sustainable Development: Average Effective Carbon Rates"
"1439","TEUSDENR","Taxing Energy Use for Sustainable Development: Average Effective Energy Rates"
"1440","CS_BAROMETER","OECD Consumer Barometer"
"1441","REVATG","Details of Tax Revenue - Antigua and Barbuda"
"1442","EO107_EDITIONS","Economic Outlook - EO107 - 2 Scenarios in one dataset."
"1443","INDIA_INPUTS","Model inputs"
"1444","INDIA_LOAD_FACTOR","Model inputs - Load factor"
"1445","MON_REFERENCE_TABLE","Monitoring and evaluation : Reference Tables"
"1446","MON_SINGLE_COMMODITY_INDICATORS","Monitoring and evaluation : Single commodity indicators"
"1447","ITF_OUTLOOK_URB_PAX","Urban passenger model - Passenger transport"
"1448","ITF_OUTLOOK_URB_PAX_EMIS","Urban passenger model - Vehicle activities and emissions"
"1449","ITF_OUTLOOK_NON_URB_PAX_DOM","Non-urban domestic passenger model"
"1450","ITF_OUTLOOK_NON_URB_PAX_INT","Non-urban international passenger transport"
"1451","KIIBIH_B1","Informal workers by age group"
"1452","KIIBIH_B2","Informal workers by level of education"
"1453","KIIBIH_B3","Informal workers by status in employment"
"1454","KIIBIH_B4","Informal workers by urbanisation level"
"1455","KIIBIH_B5","Informal workers by household informality"
"1456","KIIBIH_B6","Total population by urbanisation level and household informality"
"1457","KIIBIH_B7","Total population in informal households by quintile"
"1458","KIIBIH_B8","Informal workers by firm size"
"1459","KIIBIH_B10","Households with workers living with less than poverty line by household informality"
"1460","KIIBIH_B9","Workers living with less than the poverty line by informality"
"1461","KIIBIH_B15","Workers contributing to pension by informality"
"1462","KIIBIH_B11","Informal workers living with less than the national poverty line"
"1463","KIIBIH_B13","Total population and workers with health insurance by informality"
"1464","KIIBIH_B14","Households with at least one member benefiting from a pension by household informality"
"1465","KIIBIH_B25","Informal workers by gender and weekly hours worked"
"1466","KIIBIH_B24","Informal workers by gender and status in employment"
"1467","KIIBIH_B23_1","Informal workers by gender and location"
"1468","KIIBIH_B22","Informal workers by gender and level of education"
"1469","KIIBIH_B21","Informal workers by gender and age group"
"1470","KIIBIH_B20","Workers by weekly hours worked and informality"
"1471","KIIBIH_B19","Dependents by household type and age group"
"1472","KIIBIH_B18","Formal to informal worker hourly earning ratio"
"1473","KIIBIH_B17","Health expenditure as share of consumption by household type"
"1474","KIIBIH_B16","Informal workers in food-secure households"
"1475","KIIBIH_B12","Workers living with less than the poverty line by informality and status in employment"
"1476","KIIBIH_B23_2","Informal workers by location and gender"
"1477","KIIBIH_B29","Workers living with less than the poverty line by informality, gender and status in employment"
"1478","KIIBIH_B28","Persons living with less than the poverty line by gender and household informality"
"1479","KIIBIH_B27","Workers living with less than the poverty line by gender and informality"
"1480","KIIBIH_B26","Workers contributing to pension by gender and informality"
"1481","ITF_OUTLOOK_URB_GOODS_PARC","Urban freight model - Parcel vs. non-parcel"
"1482","ITF_OUTLOOK_URB_GOODS_MOTO","Urban freight model - Motorised vs. non-motorised"
"1483","ITF_OUTLOOK_URB_GOODS","Urban freight model"
"1484","ITF_OUTLOOK_NON_URB_GOODS_DOM","Non-urban domestic freight model"
"1485","EGDNA_PUBLIC_SOCIO","EXPERIMENTAL STATISTICS: Supplementary socio-demographic information"
"1486","ITF_OUTLOOK_NON_URB_GOODS_INT","Non-urban international freight model"
"1487","ITF_OUTLOOK_NON_URB_GOODS_INT_THROUGHPUT","Non-urban international freight model - Airport and port throughput"
"1488","GD_BREAKDOWNS_21","Data for the breakdown visualisations of the Going Digital portal - part 21"
"1489","RD_TAX","Effective tax rates for R&D"
"1490","HIGH_AGLINK_2021","OECD-FAO Agricultural Outlook 2021-2030"
"1491","MON2020_REFERENCE_TABLE","2020 - Monitoring and evaluation : Reference Tables"
"1492","MON2020_SINGLE_COMMODITY_INDICATORS","2020 - Monitoring and evaluation : Single commodity indicators"
"1493","REVLAO","Details of Public Revenue - Lao PDR"
"1494","IPAC","International Programme for Action on Climate (IPAC)"
"1495","DV_DCD_MOBILISATION","Mobilisation"
"1496","REGION_ST","Short-term regional statistics"
