"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.Madrid","TMIN.NewYork","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.Frankfurt","TMIN.Chicago","TMIN.LosAngeles","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.Madrid","TMAX.NewYork","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.Frankfurt","TMAX.Chicago","TMAX.LosAngeles","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.Madrid","PRCP.NewYork","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.Frankfurt","PRCP.Chicago","PRCP.LosAngeles"
"8713",2012-11-08,9,NA,1,22,6,9,0,9,5,NA,25,7,NA,8,6,NA,15,NA,14,25,12,12,9,16,11,14,NA,22,NA,10,8,NA,64,5,0,0,1,96,15,3,0,NA,0,0,NA,0,NA,0
"8714",2012-11-09,9,NA,3,23,7,10,2,9,1,4,NA,NA,NA,5,4,NA,15,NA,13,29,10,16,12,18,12,14,32,NA,NA,11,13,NA,147,15,0,0,27,15,0,32,9,NA,15,0,NA,0,NA,15
"8715",2012-11-10,7,NA,5,NA,7,8,6,8,8,10,25,NA,NA,5,10,NA,14,NA,10,29,10,13,13,13,14,15,31,20,NA,10,20,NA,43,58,74,0,20,6,0,248,34,NA,64,0,NA,105,NA,0
"8716",2012-11-11,6,NA,1,NA,0,5,10,6,6,NA,25,7,NA,3,7,NA,10,NA,8,23,12,11,18,12,9,13,31,14,NA,12,21,NA,178,6,0,5,1,0,0,51,19,340,188,0,NA,0,51,0
"8717",2012-11-12,4,NA,-2,18,3,4,9,7,3,7,NA,NA,NA,1,-1,NA,13,NA,10,24,15,13,19,14,7,10,30,20,NA,9,7,NA,0,5,0,0,20,0,0,0,2,20,0,249,NA,0,61,0
"8718",2012-11-13,1,NA,1,19,8,5,4,6,5,NA,24,NA,NA,-2,-2,NA,12,NA,7,26,14,16,17,14,8,9,NA,16,NA,9,6,NA,29,0,0,0,6,0,23,0,5,5,221,0,NA,0,NA,0
"8719",2012-11-14,9,NA,0,20,8,NA,3,6,1,1,25,NA,NA,-2,2,NA,17,NA,9,26,11,NA,8,17,6,6,NA,17,NA,5,8,NA,17,0,0,0,1,0,0,0,2,0,8,0,NA,0,NA,0
"8720",2012-11-15,11,NA,-3,NA,4,12,2,10,4,0,25,6,NA,3,2,NA,18,NA,8,NA,11,20,7,20,5,10,30,NA,NA,5,10,NA,0,1,0,0,0,0,0,0,0,NA,10,0,NA,0,NA,0
"8721",2012-11-16,12,NA,1,NA,4,11,3,13,2,3,26,NA,NA,3,4,NA,16,NA,8,24,13,15,8,18,6,8,33,NA,NA,5,12,NA,0,0,23,0,4,2,0,17,1,NA,81,0,NA,0,NA,15
"8722",2012-11-17,9,NA,-2,NA,6,10,4,12,4,NA,NA,5,NA,3,4,NA,15,NA,11,21,11,12,11,15,10,8,32,NA,NA,6,12,NA,1,44,0,112,4,20,0,180,1,71,3,0,NA,0,NA,8
"8723",2012-11-18,8,NA,0,17,1,9,3,9,8,0,25,NA,NA,6,6,NA,14,NA,10,NA,11,14,9,13,10,8,32,16,NA,10,13,NA,3,2,0,13,1,0,0,0,34,NA,0,109,NA,9,NA,66
"8724",2012-11-19,8,NA,2,19,1,7,3,7,7,NA,24,NA,NA,0,7,NA,16,NA,9,24,12,15,8,16,13,9,29,9,NA,10,15,NA,0,0,0,0,18,0,0,0,19,71,99,0,NA,0,NA,0
"8725",2012-11-20,5,NA,-1,20,8,6,4,12,7,-1,24,1,NA,-1,8,NA,17,NA,11,NA,12,12,11,17,12,8,32,NA,NA,5,13,NA,0,0,0,0,53,0,0,18,0,NA,81,0,NA,0,NA,0
"8726",2012-11-21,7,NA,-1,21,9,8,4,7,6,1,NA,NA,NA,2,6,NA,15,NA,10,NA,12,13,12,15,12,8,32,14,NA,6,14,NA,0,6,0,28,48,0,0,0,3,NA,0,0,NA,0,NA,0
"8727",2012-11-22,6,NA,0,22,6,7,5,4,4,NA,24,NA,NA,-1,7,NA,16,NA,8,28,11,14,12,14,9,10,NA,16,NA,9,17,NA,0,22,0,91,91,0,0,0,2,NA,381,0,NA,0,NA,0
"8728",2012-11-23,4,NA,-3,NA,5,7,6,9,6,NA,25,4,NA,-1,-2,NA,13,NA,6,NA,12,14,13,16,10,6,33,12,NA,8,8,NA,0,35,0,3,1,0,3,0,8,NA,33,0,NA,0,28,0
"8729",2012-11-24,7,NA,-5,15,0,9,2,12,6,-1,24,NA,NA,4,-3,NA,15,NA,7,NA,11,14,10,23,14,6,32,15,NA,13,2,NA,0,51,0,61,86,0,0,0,43,NA,43,0,NA,0,NA,0
"8730",2012-11-25,7,NA,-1,17,4,10,1,9,9,0,NA,1,NA,3,-1,NA,20,NA,8,NA,9,14,4,13,13,8,31,12,NA,15,7,NA,0,12,0,43,96,0,0,2,2,NA,0,0,NA,0,NA,0
"8731",2012-11-26,7,NA,-1,NA,7,6,2,6,6,NA,23,5,NA,0,-2,NA,16,NA,7,NA,8,12,9,12,13,4,32,NA,NA,10,3,NA,35,22,0,56,59,11,0,170,6,20,493,0,NA,43,NA,0
"8732",2012-11-27,2,NA,-3,12,6,3,1,5,6,-2,NA,NA,NA,6,-5,NA,9,NA,5,NA,7,8,6,9,9,7,32,NA,NA,9,3,NA,0,0,0,132,45,0,135,334,2,NA,0,5,NA,4,NA,0
"8733",2012-11-28,2,NA,0,14,5,0,1,5,5,NA,24,0,NA,6,0,NA,9,NA,7,NA,6,8,5,12,8,11,32,10,NA,8,8,NA,0,6,0,28,7,0,0,135,8,0,66,0,NA,6,NA,0
"8734",2012-11-29,2,NA,-5,16,1,2,1,6,5,-2,25,0,NA,3,2,NA,8,NA,5,NA,5,8,6,10,7,6,32,15,NA,6,11,NA,0,7,0,84,0,0,0,45,4,NA,0,0,NA,1,NA,28
"8735",2012-11-30,0,NA,-4,NA,-2,3,3,6,-1,NA,25,NA,NA,-5,5,NA,9,NA,0,22,5,8,8,10,4,8,32,10,NA,5,10,NA,0,67,0,13,1,0,0,94,0,NA,3,0,NA,0,NA,25
"8736",2012-12-01,-3,NA,-6,NA,-3,1,2,6,0,-6,NA,NA,NA,-6,4,NA,8,NA,-1,NA,8,8,5,11,4,3,32,10,NA,2,16,NA,0,157,0,36,2,0,0,41,4,NA,0,0,NA,16,NA,74
"8737",2012-12-02,-5,NA,-6,NA,-2,-1,5,5,-1,0,25,0,NA,-1,7,NA,7,NA,-2,NA,9,8,11,11,6,5,30,7,NA,3,16,NA,0,30,0,51,37,0,10,0,12,NA,8,20,NA,6,NA,18
"8738",2012-12-03,-2,NA,-5,NA,0,0,9,6,-1,NA,NA,3,NA,0,7,NA,12,NA,3,NA,7,10,16,14,11,6,30,NA,NA,3,22,NA,0,43,0,56,17,0,0,138,40,NA,5,0,NA,33,NA,69
"8739",2012-12-04,1,NA,-7,12,2,2,8,8,4,-5,23,NA,NA,3,4,NA,8,NA,3,NA,4,13,17,12,8,0,31,NA,NA,6,17,NA,0,51,0,15,8,0,18,102,75,NA,516,10,NA,18,NA,0
"8740",2012-12-05,3,NA,-4,NA,-2,4,2,8,2,NA,24,0,NA,0,1,NA,9,NA,2,NA,5,10,14,11,5,1,30,NA,NA,5,4,NA,0,52,0,71,5,0,0,80,17,NA,0,0,NA,11,NA,0
"8741",2012-12-06,-2,NA,-8,13,-4,1,-2,6,-2,-9,24,1,NA,-4,1,NA,9,NA,-2,NA,6,8,4,14,4,-3,32,16,NA,2,8,NA,0,32,0,33,83,0,0,4,31,20,168,0,NA,0,NA,0
"8742",2012-12-07,1,NA,-7,15,-2,5,2,8,0,NA,25,NA,NA,-4,6,NA,12,NA,0,21,7,8,8,12,6,-1,32,13,NA,0,8,NA,10,24,0,0,8,15,36,28,42,30,15,0,NA,14,NA,0
"8743",2012-12-08,0,NA,-9,16,2,2,7,6,1,NA,26,NA,NA,-9,3,NA,11,NA,-2,21,8,11,10,13,5,-5,NA,14,NA,1,6,NA,0,63,0,5,5,0,91,2,19,NA,0,0,NA,0,NA,0
"8744",2012-12-09,-4,NA,-8,16,2,0,6,4,-3,-13,NA,-2,NA,-9,2,NA,10,NA,2,23,6,9,10,13,7,-6,30,10,NA,2,6,NA,0,50,0,0,0,0,46,0,13,NA,0,0,NA,54,NA,0
"8745",2012-12-10,-4,NA,-6,17,2,0,7,4,2,-11,NA,-2,NA,1,-1,NA,11,NA,0,21,2,6,15,11,7,-3,32,9,NA,4,4,NA,0,3,0,0,0,0,8,0,4,NA,0,0,NA,3,NA,0
"8746",2012-12-11,-2,NA,-9,NA,-2,0,5,5,-1,-10,NA,2,NA,-6,-3,NA,11,NA,0,20,3,9,14,13,4,-2,30,12,NA,1,2,NA,0,67,0,0,1,0,15,0,2,NA,99,0,NA,3,NA,0
"8747",2012-12-12,-2,NA,-4,14,-6,1,2,5,-7,-8,22,NA,NA,-8,-2,NA,12,NA,0,20,4,8,6,12,2,-1,31,11,NA,0,7,NA,0,25,1,0,2,0,0,34,0,NA,335,0,NA,0,NA,0
"8748",2012-12-13,0,NA,-2,16,-5,1,2,9,-4,-5,NA,NA,NA,-8,1,NA,12,NA,0,22,7,7,8,18,6,5,NA,11,NA,-2,9,NA,0,1,0,0,2,0,0,38,1,NA,165,0,NA,6,NA,64
"8749",2012-12-14,4,NA,-2,18,-1,6,3,10,4,1,23,-3,NA,-2,1,NA,12,NA,1,25,10,12,9,20,11,5,30,10,NA,8,8,NA,0,83,52,0,118,34,0,144,80,201,617,0,NA,87,NA,0
"8750",2012-12-15,10,NA,0,19,6,10,3,12,7,NA,24,1,NA,5,5,NA,14,NA,2,25,10,13,8,17,11,8,30,NA,NA,10,11,NA,118,39,0,0,43,0,0,0,40,NA,5,0,NA,13,NA,23
"8751",2012-12-16,9,NA,-2,NA,4,8,6,11,7,-1,NA,NA,NA,6,3,NA,13,NA,1,28,10,12,8,15,11,6,31,17,NA,9,11,NA,0,11,2,0,11,0,102,90,37,NA,51,0,NA,28,NA,0
"8752",2012-12-17,7,NA,-4,NA,5,6,4,9,5,NA,NA,3,NA,5,2,NA,15,NA,0,23,8,13,6,15,10,2,30,NA,NA,9,4,NA,0,67,0,0,3,0,74,0,36,NA,112,0,NA,41,NA,0
"8753",2012-12-18,4,NA,-8,NA,4,4,6,8,5,NA,NA,NA,NA,3,0,NA,12,NA,0,NA,8,9,12,13,9,-4,29,15,NA,6,6,NA,0,13,0,0,1,4,130,16,30,NA,15,15,NA,0,NA,91
"8754",2012-12-19,6,NA,-6,11,0,8,4,11,3,-10,NA,NA,NA,1,1,NA,14,NA,-2,NA,9,10,8,17,8,-4,NA,NA,NA,6,6,NA,0,0,0,20,116,4,0,42,55,NA,269,0,NA,0,NA,0
"8755",2012-12-20,5,NA,-7,14,5,9,2,10,5,-8,23,-1,NA,-2,1,NA,14,NA,-1,NA,10,14,8,16,10,1,NA,11,NA,3,10,NA,0,80,1,0,106,0,5,6,90,NA,99,0,NA,68,NA,0
"8756",2012-12-21,5,NA,-7,NA,6,9,2,11,5,NA,23,2,NA,0,-6,NA,14,NA,2,24,12,14,13,18,10,0,32,9,NA,4,2,NA,0,24,5,0,63,0,178,0,28,NA,18,0,NA,46,NA,0
"8757",2012-12-22,3,NA,-8,NA,5,9,2,11,5,NA,NA,2,NA,3,-7,NA,14,NA,-1,18,12,12,3,17,14,-1,32,12,NA,8,1,NA,0,240,0,0,119,0,0,0,57,NA,15,0,NA,159,NA,0
"8758",2012-12-23,2,NA,-12,NA,7,8,2,8,13,NA,24,NA,NA,5,-3,NA,15,NA,-6,14,11,13,6,18,14,-5,31,9,NA,14,2,NA,0,25,0,0,45,0,0,0,0,NA,231,10,NA,32,NA,0
"8759",2012-12-24,1,NA,-14,8,7,6,1,9,8,-13,NA,NA,NA,10,-1,NA,17,NA,-4,16,10,13,4,19,13,NA,30,8,NA,14,2,NA,0,122,0,0,66,0,18,18,6,NA,0,0,NA,0,NA,99
"8760",2012-12-25,6,NA,-11,12,7,7,0,10,9,NA,NA,-4,NA,4,-2,NA,12,NA,-5,NA,10,12,5,15,12,-3,27,9,NA,14,1,NA,28,51,0,0,48,14,15,6,8,20,23,0,NA,17,NA,5
"8761",2012-12-26,1,NA,-13,16,3,3,-2,7,7,-14,24,NA,NA,7,-1,NA,12,NA,-4,21,9,11,4,16,11,-7,30,6,NA,9,1,NA,0,76,0,0,53,0,251,0,18,NA,0,0,NA,43,NA,64
"8762",2012-12-27,-2,NA,-11,NA,5,1,-1,10,9,-12,24,-3,NA,6,-2,NA,12,NA,-4,19,10,6,4,18,11,-1,29,8,NA,9,2,NA,0,10,0,0,33,0,157,0,24,NA,0,0,NA,46,NA,0
"8763",2012-12-28,-2,NA,-9,15,4,2,-1,7,7,-4,25,-3,NA,4,-1,NA,15,NA,-4,23,11,11,3,15,11,3,31,6,NA,8,1,NA,0,23,11,3,23,0,0,0,10,NA,0,0,NA,0,NA,0
"8764",2012-12-29,-3,NA,-6,NA,8,2,-1,6,8,NA,25,2,NA,4,-6,NA,13,NA,-2,NA,10,6,1,14,13,1,30,NA,NA,12,1,NA,0,9,4,3,26,0,66,2,2,30,0,5,NA,0,NA,0
"8765",2012-12-30,0,NA,-11,NA,5,2,-2,10,6,NA,26,6,NA,7,-9,NA,10,NA,0,NA,11,5,1,15,11,-2,31,NA,NA,10,1,NA,0,1,0,183,6,0,0,0,10,30,38,0,NA,3,NA,74
"8766",2012-12-31,-2,NA,-12,6,7,2,-2,7,7,-11,NA,NA,NA,6,-6,NA,5,NA,0,13,9,4,3,16,11,-5,30,12,NA,9,2,NA,0,140,0,0,80,28,0,56,38,NA,41,145,NA,0,NA,0
"8767",2013-01-01,-1,NA,NA,9,4,3,-3,10,4,NA,22,NA,NA,2,-9,NA,8,NA,-2,17,10,9,4,13,10,0,31,10,NA,8,-3,NA,0,23,NA,0,17,0,0,40,66,30,787,0,NA,27,NA,0
"8768",2013-01-02,-1,NA,NA,12,3,1,-6,7,2,NA,23,-3,NA,0,-10,NA,11,NA,-6,20,11,11,1,13,9,-6,30,NA,NA,6,-2,NA,0,7,NA,0,17,0,0,1,10,NA,71,0,NA,0,NA,0
"8769",2013-01-03,-4,NA,NA,NA,6,3,-4,5,7,-15,23,NA,NA,4,-6,NA,10,NA,-4,NA,10,11,0,14,10,-8,32,7,NA,7,-1,NA,0,1,NA,0,1,0,0,0,10,NA,13,0,NA,11,NA,0
"8770",2013-01-04,-4,NA,NA,NA,9,2,-1,6,9,-14,24,NA,NA,7,-9,NA,12,NA,NA,NA,10,11,3,16,10,-6,30,6,NA,11,3,NA,0,0,NA,0,1,0,0,0,2,NA,36,0,NA,0,NA,0
"8771",2013-01-05,-3,NA,-14,7,7,0,0,6,8,-11,25,NA,NA,7,-4,NA,15,NA,0,15,8,10,6,14,10,-1,32,6,NA,10,3,NA,0,1,NA,0,2,0,0,0,0,NA,8,0,NA,0,NA,0
"8772",2013-01-06,-2,NA,NA,9,5,1,1,4,7,-9,NA,-4,NA,7,-4,NA,15,NA,NA,15,9,10,8,11,8,-2,32,11,NA,10,3,NA,0,1,NA,0,3,0,0,0,0,NA,0,0,NA,0,NA,18
"8773",2013-01-07,-3,NA,NA,9,6,2,3,4,5,-9,25,NA,NA,5,-6,NA,7,NA,1,18,10,5,7,13,8,-2,35,9,NA,10,4,NA,0,7,NA,0,1,0,0,0,2,NA,0,0,NA,0,NA,0
"8774",2013-01-08,-1,NA,NA,NA,7,0,2,5,3,NA,NA,-3,NA,4,-2,NA,8,NA,NA,19,9,4,9,15,6,-1,33,NA,NA,6,5,NA,0,37,NA,0,23,0,0,2,0,NA,0,0,NA,0,NA,0
"8775",2013-01-09,2,NA,NA,NA,7,0,4,9,3,NA,22,NA,NA,3,2,NA,9,NA,NA,16,3,6,9,13,5,-6,32,NA,NA,5,10,NA,0,33,NA,0,12,4,0,9,9,NA,203,0,NA,13,NA,0
"8776",2013-01-10,6,NA,NA,10,-1,5,4,7,5,-12,22,NA,NA,2,-2,NA,12,NA,-2,NA,4,11,8,12,8,-4,30,9,NA,4,3,NA,2,19,0,0,1,0,0,22,23,NA,427,0,NA,10,NA,20
"8777",2013-01-11,2,NA,NA,NA,0,6,3,4,4,-7,25,NA,NA,-3,3,NA,11,NA,NA,20,5,9,8,12,7,2,31,8,NA,3,13,NA,0,1,0,0,4,1,140,6,10,NA,0,0,NA,0,NA,0
"8778",2013-01-12,2,NA,NA,11,-1,4,6,6,1,NA,NA,-3,NA,-4,1,NA,12,NA,NA,17,2,11,8,13,5,4,31,8,NA,1,13,NA,25,0,0,0,13,29,5,121,2,20,0,0,NA,0,NA,0
"8779",2013-01-13,2,NA,NA,NA,0,2,6,6,2,NA,NA,-2,NA,-5,-9,NA,8,NA,NA,21,3,8,10,11,5,2,31,15,NA,0,1,NA,1,0,0,0,8,0,0,110,8,NA,8,0,NA,0,NA,0
"8780",2013-01-14,1,NA,-10,10,-1,0,3,8,-3,NA,24,NA,NA,-7,-10,NA,9,NA,0,18,2,9,13,11,2,2,31,5,NA,-1,-2,NA,0,27,NA,0,22,0,23,80,34,NA,302,66,NA,0,NA,0
"8781",2013-01-15,0,NA,NA,NA,-1,3,2,7,0,-6,25,NA,NA,-8,-6,NA,8,NA,-1,18,0,10,3,11,2,1,31,6,NA,0,0,NA,0,3,0,0,19,0,30,38,43,NA,0,239,NA,7,NA,0
"8782",2013-01-16,5,NA,NA,12,-6,6,0,10,-6,NA,26,NA,NA,-3,-5,NA,8,NA,NA,22,2,9,3,13,1,0,30,8,NA,-1,3,NA,0,1,0,0,1,35,175,154,5,5,3,0,NA,13,NA,0
"8783",2013-01-17,6,NA,NA,NA,-6,8,2,10,-8,NA,NA,-1,NA,-4,-3,NA,10,NA,NA,20,1,13,6,14,0,-3,NA,9,NA,-1,2,NA,0,0,NA,0,1,0,0,178,0,NA,0,0,NA,6,NA,0
"8784",2013-01-18,9,NA,NA,12,-5,9,-4,10,-8,-9,NA,NA,NA,-3,-4,NA,14,NA,2,18,0,13,2,15,-2,1,32,6,NA,0,6,NA,0,0,NA,0,12,85,0,498,13,NA,0,0,NA,0,NA,0
"8785",2013-01-19,5,NA,NA,12,-2,4,-1,8,-2,-2,23,-3,NA,-6,-1,NA,12,NA,3,18,0,11,11,11,-1,5,NA,10,NA,-2,10,NA,52,0,0,0,2,36,0,347,20,NA,726,0,NA,3,NA,0
"8786",2013-01-20,3,NA,NA,13,-2,4,-1,6,-4,-2,23,NA,NA,-6,-9,NA,8,NA,-1,20,0,9,12,11,0,5,25,10,NA,0,-1,NA,0,37,23,0,44,7,0,206,20,NA,640,0,NA,162,NA,0
"8787",2013-01-21,2,NA,NA,NA,-2,3,-3,4,-2,NA,24,-1,NA,-2,-14,NA,10,NA,4,26,2,9,0,11,1,5,31,9,NA,0,-8,NA,2,3,10,0,4,1,0,36,9,191,109,0,NA,8,NA,0
"8788",2013-01-22,0,NA,NA,17,-8,1,-11,4,-1,2,24,NA,NA,-3,-17,NA,9,NA,-1,27,2,4,-3,10,2,5,28,11,NA,-2,-11,NA,43,0,0,0,20,50,0,74,6,0,25,0,NA,9,NA,0
"8789",2013-01-23,1,NA,NA,NA,-1,2,-12,4,1,NA,24,0,NA,-5,-12,NA,7,NA,0,22,1,8,-7,13,3,3,31,9,NA,-2,-7,NA,0,1,NA,0,7,5,0,74,1,13,46,0,NA,0,NA,0
"8790",2013-01-24,4,NA,NA,NA,0,4,-11,7,-1,NA,NA,NA,NA,-8,-12,NA,11,NA,NA,22,3,11,-6,11,2,2,31,11,NA,-2,-6,NA,0,0,NA,0,2,0,0,90,0,0,0,0,NA,0,NA,183
"8791",2013-01-25,2,NA,NA,15,-3,3,-11,6,-4,NA,24,NA,NA,-4,-8,NA,10,NA,-1,22,10,10,-4,16,-2,-6,NA,10,NA,-2,-2,NA,0,0,NA,0,36,0,18,25,0,NA,3,0,NA,0,NA,51
"8792",2013-01-26,6,NA,NA,NA,0,6,-9,10,-3,-11,24,-5,NA,-5,-9,NA,15,NA,NA,20,9,16,-3,15,4,-6,NA,6,NA,-2,-2,NA,0,55,NA,0,103,0,0,4,0,NA,0,0,NA,0,NA,23
"8793",2013-01-27,4,NA,NA,14,2,5,-7,7,0,-11,25,-3,NA,-2,-4,NA,13,NA,1,17,11,9,1,17,9,-4,31,9,NA,2,3,NA,15,70,NA,15,39,10,0,146,21,NA,0,0,NA,12,NA,18
"8794",2013-01-28,-1,NA,NA,14,2,3,-2,8,2,-8,25,NA,NA,0,2,NA,12,NA,NA,19,13,12,2,16,10,NA,31,10,NA,5,10,NA,0,48,NA,0,30,0,56,0,50,NA,0,0,NA,0,NA,3
"8795",2013-01-29,-3,NA,-6,15,5,2,2,9,9,0,NA,0,NA,4,2,NA,14,NA,-1,22,11,10,9,21,12,6,31,11,NA,9,16,NA,0,143,0,0,89,0,15,0,28,NA,0,0,NA,117,NA,0
"8796",2013-01-30,-2,NA,NA,16,8,3,4,9,10,4,25,NA,NA,7,-6,NA,17,NA,-1,21,11,14,15,19,13,9,31,13,NA,13,6,NA,0,7,0,0,9,0,10,38,24,NA,0,0,NA,24,NA,0
"8797",2013-01-31,0,NA,NA,16,6,4,-1,11,5,4,25,-3,NA,6,-14,NA,18,NA,NA,22,8,14,16,15,11,14,32,10,NA,10,-6,NA,0,52,8,0,31,0,229,23,33,NA,0,0,NA,9,NA,0
"8798",2013-02-01,-1,NA,NA,16,5,5,-4,9,7,NA,25,-3,NA,6,-17,NA,18,NA,3,26,5,13,-1,19,10,10,32,11,NA,8,-9,NA,22,92,NA,0,25,2,0,202,47,439,0,0,NA,61,NA,0
"8799",2013-02-02,2,NA,-7,18,1,5,-7,7,2,NA,NA,3,NA,0,-12,NA,11,NA,NA,28,8,10,-2,11,7,2,32,20,NA,7,-4,NA,0,5,NA,0,12,1,5,31,29,NA,0,0,NA,5,NA,0
"8800",2013-02-03,1,NA,NA,17,-1,2,-4,5,-2,-6,NA,NA,NA,2,-12,NA,9,NA,-1,NA,10,10,-1,12,8,NA,NA,13,NA,5,-4,NA,0,46,28,0,0,0,5,2,20,NA,0,0,NA,9,NA,0
"8801",2013-02-04,-3,NA,-6,18,2,1,-5,10,4,NA,24,4,NA,2,-7,NA,14,NA,2,NA,8,14,-1,13,12,1,30,13,NA,8,-2,NA,0,36,25,3,9,0,0,18,14,140,419,0,NA,95,NA,0
"8802",2013-02-05,-1,NA,NA,NA,2,4,-2,7,1,-5,24,NA,NA,0,-8,NA,16,NA,NA,26,5,15,0,13,8,2,30,12,NA,6,0,NA,0,99,10,0,20,0,5,164,20,30,5,0,NA,24,NA,0
"8803",2013-02-06,3,NA,NA,NA,2,4,-2,7,1,NA,24,NA,NA,-1,-5,NA,10,NA,NA,25,5,10,4,11,7,0,NA,3,NA,2,4,NA,0,20,NA,0,5,2,0,68,38,61,20,56,NA,14,NA,0
"8804",2013-02-07,0,NA,NA,NA,0,2,-3,6,2,NA,24,0,NA,-2,1,NA,9,NA,-3,NA,5,9,0,10,6,-1,31,10,NA,4,2,NA,0,37,NA,0,9,0,0,59,22,3,124,76,NA,14,NA,0
"8805",2013-02-08,-2,NA,NA,NA,-1,3,-3,7,-1,-16,NA,NA,NA,-2,-3,NA,9,NA,-3,NA,5,10,1,11,5,-8,31,6,NA,3,2,NA,0,6,NA,0,7,0,292,68,32,NA,0,0,NA,6,NA,0
"8806",2013-02-09,-2,NA,-11,10,0,4,-6,7,0,-12,24,NA,NA,-4,-2,NA,8,NA,NA,NA,4,10,0,12,3,-2,31,8,NA,2,2,NA,0,55,NA,5,25,0,97,0,20,NA,102,0,NA,0,NA,18
"8807",2013-02-10,-2,NA,NA,11,1,2,-8,4,-2,NA,NA,-2,NA,-6,1,NA,12,NA,NA,17,3,9,2,15,5,-1,NA,12,NA,2,11,NA,37,0,NA,0,101,36,0,338,40,10,28,0,NA,0,NA,0
"8808",2013-02-11,1,NA,NA,14,0,3,1,3,1,-10,22,NA,NA,-3,-2,NA,7,NA,-1,20,2,7,7,7,8,-3,30,9,NA,1,9,NA,17,0,NA,0,73,0,124,286,30,NA,429,0,NA,0,NA,0
"8809",2013-02-12,0,NA,NA,NA,0,2,2,4,2,NA,24,-2,NA,-2,-4,NA,10,NA,NA,23,6,11,7,9,4,-2,NA,7,NA,0,-1,NA,0,0,NA,3,18,0,0,81,8,NA,544,0,NA,0,NA,0
"8810",2013-02-13,1,NA,-8,13,-1,5,1,7,-1,-6,24,NA,NA,-1,-3,NA,13,NA,NA,20,11,15,7,12,2,3,NA,12,NA,2,7,NA,0,0,NA,0,40,0,8,10,2,NA,53,15,NA,0,NA,0
"8811",2013-02-14,0,NA,NA,16,0,4,1,9,-1,-2,NA,-1,NA,-4,2,NA,16,NA,NA,23,10,14,8,14,5,5,28,10,NA,3,4,NA,0,44,NA,0,3,0,0,3,28,NA,5,0,NA,12,NA,0
"8812",2013-02-15,-1,NA,-8,NA,2,4,3,8,2,NA,23,NA,NA,-1,-6,NA,17,NA,3,26,10,14,13,13,9,1,30,7,NA,2,2,NA,0,17,NA,0,5,0,0,0,26,NA,953,0,NA,2,NA,0
"8813",2013-02-16,-1,NA,-7,15,3,4,-1,6,-2,-7,23,NA,NA,1,-10,NA,17,NA,NA,NA,10,13,5,14,10,1,30,5,NA,4,-5,NA,0,0,0,0,0,0,5,0,0,NA,0,15,NA,26,NA,0
"8814",2013-02-17,1,NA,NA,16,-1,5,-8,7,-1,-2,NA,-2,NA,0,-9,NA,12,NA,NA,22,9,11,0,14,6,6,NA,8,NA,5,-1,NA,4,0,0,0,1,14,0,48,0,0,3,0,NA,0,NA,0
"8815",2013-02-18,5,NA,NA,16,0,7,-8,8,-1,NA,24,-1,NA,-3,-2,NA,14,NA,NA,23,10,12,2,14,7,2,31,9,NA,7,12,NA,0,0,NA,3,2,12,0,0,0,NA,10,0,NA,0,NA,0
"8816",2013-02-19,7,NA,NA,NA,-3,7,1,7,-3,NA,24,NA,NA,-3,-11,NA,11,NA,NA,25,7,11,9,13,9,0,28,5,NA,2,0,NA,70,3,NA,5,6,5,38,0,0,NA,155,5,NA,47,NA,0
"8817",2013-02-20,7,NA,-8,14,0,7,-4,7,0,-8,25,NA,NA,-2,-12,NA,13,NA,7,NA,3,13,3,17,7,-1,31,11,NA,2,-3,NA,0,0,NA,0,1,0,0,4,0,NA,5,0,NA,0,NA,46
"8818",2013-02-21,7,NA,NA,NA,0,7,-4,10,-3,-5,25,-3,NA,-4,-5,NA,13,NA,3,22,2,10,1,14,3,2,NA,9,NA,0,-1,NA,15,0,NA,0,2,30,0,98,0,0,0,0,NA,0,NA,0
"8819",2013-02-22,6,NA,NA,NA,-1,5,-4,5,-3,NA,25,-3,NA,-6,-4,NA,14,NA,7,23,2,12,3,11,1,4,31,10,NA,-2,2,NA,13,0,NA,0,0,46,0,24,0,0,25,0,NA,0,NA,0
"8820",2013-02-23,-1,NA,NA,14,-1,0,2,5,-5,-4,25,NA,NA,-4,-4,NA,7,NA,11,21,2,7,6,7,-1,3,32,10,NA,-3,-2,NA,0,6,NA,0,4,0,66,58,0,NA,5,0,NA,18,NA,0
"8821",2013-02-24,-2,NA,-3,16,-1,-1,1,3,-2,-2,25,-3,NA,-4,-6,NA,7,NA,4,21,3,8,8,8,1,5,31,6,NA,1,5,NA,2,14,NA,0,4,0,3,62,2,NA,3,0,NA,40,NA,0
