"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.LosAngeles","TMIN.Madrid","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.NewYork","TMIN.Frankfurt","TMIN.Chicago","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.LosAngeles","TMAX.Madrid","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.NewYork","TMAX.Frankfurt","TMAX.Chicago","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.LosAngeles","PRCP.Madrid","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.NewYork","PRCP.Frankfurt","PRCP.Chicago"
"10609",2018-01-17,0,3,NA,NA,2,10,5,7,3,1,24,2,NA,NA,1,-13,14,6,NA,24,8,23,13,14,9,NA,NA,11,NA,NA,5,-6,0,12,NA,0,29,0,0,2,43,NA,0,0,NA,NA,23,NA
"10610",2018-01-18,-2,2,NA,15,3,11,3,5,6,NA,NA,4,NA,NA,2,-8,14,10,NA,22,6,22,13,14,12,NA,NA,16,NA,NA,11,1,0,104,NA,0,2,0,0,0,57,NA,0,20,NA,NA,30,NA
"10611",2018-01-19,1,2,NA,17,-1,13,3,9,4,-2,24,NA,NA,NA,0,-2,15,6,NA,19,4,20,15,15,8,NA,NA,12,NA,NA,6,4,0,32,NA,0,5,0,0,24,38,NA,0,0,NA,NA,2,NA
"10612",2018-01-20,0,2,NA,17,1,11,4,8,3,NA,NA,NA,NA,NA,1,1,16,5,NA,21,10,16,12,18,12,NA,NA,10,NA,NA,4,8,0,17,NA,0,26,0,0,0,41,NA,25,0,NA,NA,59,NA
"10613",2018-01-21,2,1,NA,NA,0,7,6,10,6,-3,25,-1,NA,NA,1,2,16,6,NA,22,10,17,16,19,12,NA,NA,13,NA,NA,5,5,0,18,NA,0,92,0,0,0,74,NA,229,0,NA,NA,11,NA
"10614",2018-01-22,2,2,NA,16,2,7,5,9,8,NA,25,NA,NA,NA,0,2,18,8,NA,26,12,19,14,19,14,NA,NA,3,NA,NA,5,12,0,2,0,0,48,0,0,0,85,NA,5,0,NA,NA,9,NA
"10615",2018-01-23,-2,4,NA,17,6,8,4,9,7,NA,NA,-5,NA,NA,4,-2,17,10,NA,22,12,22,16,17,12,NA,NA,NA,NA,NA,9,4,0,14,NA,0,22,0,0,0,77,NA,56,124,NA,NA,2,NA
"10616",2018-01-24,-2,7,NA,16,8,9,5,7,11,-15,25,-5,NA,NA,8,-3,20,14,NA,19,9,23,14,20,13,NA,NA,6,NA,NA,12,-1,0,68,NA,0,49,0,0,139,13,NA,69,0,NA,NA,0,NA
"10617",2018-01-25,1,6,NA,16,5,9,5,7,8,NA,25,NA,NA,NA,8,-3,15,9,NA,18,6,19,9,11,11,NA,NA,4,NA,NA,11,7,34,1,NA,0,27,3,35,98,40,NA,10,0,NA,NA,109,NA
"10618",2018-01-26,0,3,NA,NA,1,9,3,6,5,-17,25,-5,NA,NA,4,3,8,7,NA,19,10,18,9,12,11,NA,NA,4,NA,NA,9,11,4,0,NA,0,1,0,0,55,15,NA,5,0,NA,NA,2,NA
"10619",2018-01-27,0,2,NA,13,0,8,4,7,3,-14,25,-3,NA,NA,2,4,10,7,NA,NA,12,22,10,12,7,NA,NA,7,NA,NA,5,11,28,8,NA,0,7,0,0,10,6,NA,5,0,NA,NA,1,NA
"10620",2018-01-28,3,7,-11,NA,5,10,4,5,4,NA,NA,NA,NA,NA,5,-1,12,10,NA,NA,12,26,13,12,11,NA,NA,5,NA,NA,9,4,84,0,NA,0,3,0,0,0,3,NA,66,0,NA,NA,2,NA
"10621",2018-01-29,3,5,NA,NA,9,13,5,5,10,-10,24,-4,NA,NA,8,-7,12,10,NA,NA,9,30,13,14,11,NA,NA,9,NA,NA,10,-1,0,32,NA,0,2,0,0,0,0,NA,122,0,NA,NA,13,NA
"10622",2018-01-30,2,3,-7,6,-2,17,4,5,8,-10,NA,NA,NA,NA,0,-8,11,7,NA,NA,8,27,12,12,11,NA,NA,8,NA,NA,10,-1,0,0,NA,15,12,0,0,0,1,NA,0,0,NA,NA,1,NA
"10623",2018-01-31,1,2,NA,NA,-1,11,2,6,7,NA,22,-3,NA,NA,4,-1,13,9,NA,NA,7,26,13,12,10,NA,NA,10,NA,NA,10,6,0,62,NA,124,5,0,0,60,39,NA,409,0,NA,NA,87,NA
"10624",2018-02-01,0,2,NA,5,1,11,2,6,2,-8,25,0,NA,NA,0,-13,10,6,NA,NA,6,22,11,11,8,NA,NA,5,NA,NA,6,3,28,48,NA,51,20,0,1,120,79,NA,25,0,NA,NA,0,NA
"10625",2018-02-02,0,-1,NA,NA,2,10,1,4,2,NA,NA,0,NA,NA,0,-14,8,7,NA,NA,3,26,8,10,7,NA,NA,4,NA,NA,4,-6,0,47,NA,0,3,0,0,63,10,NA,0,89,NA,NA,11,NA
"10626",2018-02-03,-1,0,NA,8,1,9,0,5,2,NA,24,0,NA,NA,-1,-6,9,5,NA,NA,4,26,10,11,5,NA,NA,8,NA,NA,5,4,54,8,NA,0,27,0,23,195,20,NA,130,0,NA,NA,31,NA
"10627",2018-02-04,0,0,NA,NA,1,NA,2,4,1,-12,NA,NA,NA,NA,-1,-13,6,4,NA,NA,4,NA,6,10,4,NA,NA,10,NA,NA,1,1,104,2,NA,NA,21,NA,173,190,31,NA,0,0,NA,NA,2,NA
"10628",2018-02-05,0,-2,NA,6,0,10,1,6,-2,NA,NA,NA,NA,NA,-3,-17,5,4,NA,11,3,23,3,8,2,NA,NA,8,NA,NA,4,-11,0,0,NA,0,7,0,141,2,9,NA,5,0,NA,NA,0,NA
"10629",2018-02-06,-2,-6,NA,6,-1,11,1,3,-1,-12,24,NA,NA,NA,-2,-13,2,2,NA,15,4,20,7,8,1,NA,NA,8,NA,NA,2,-6,4,0,NA,0,0,0,0,104,42,NA,0,0,NA,NA,0,NA
"10630",2018-02-07,-4,-8,NA,9,-2,9,-2,2,-2,-12,NA,-3,NA,NA,-4,-11,6,2,NA,15,6,26,8,8,0,NA,NA,9,NA,NA,4,-6,0,0,NA,0,7,0,0,83,65,NA,0,0,NA,NA,0,NA
"10631",2018-02-08,-5,-1,-11,9,-4,6,-1,2,-5,-8,NA,NA,NA,NA,-6,-12,6,5,NA,18,5,26,7,11,5,NA,NA,10,NA,NA,0,-6,0,2,NA,0,53,0,0,6,3,NA,0,0,NA,NA,0,NA
"10632",2018-02-09,-5,0,NA,13,-1,11,-2,4,-5,-5,24,-3,NA,NA,-6,-6,7,2,NA,17,10,22,8,11,1,NA,NA,10,NA,NA,1,-3,0,4,NA,0,15,0,0,22,10,NA,0,0,NA,NA,0,NA
"10633",2018-02-10,0,0,-10,NA,-2,11,2,5,-2,NA,24,-1,NA,NA,-1,-8,8,6,NA,22,6,21,9,12,6,NA,NA,11,NA,NA,3,-3,0,8,NA,0,40,0,0,0,34,NA,0,0,NA,NA,0,NA
"10634",2018-02-11,0,2,-6,NA,1,9,1,7,2,-9,24,NA,NA,NA,0,-11,14,7,NA,19,6,19,14,14,8,NA,NA,16,NA,NA,4,-4,10,41,NA,0,17,0,1,109,24,NA,0,0,NA,NA,17,NA
"10635",2018-02-12,0,1,NA,11,-1,11,2,4,-1,-8,NA,NA,NA,NA,-2,-11,8,6,NA,18,5,18,11,9,7,NA,NA,9,NA,NA,5,-5,104,2,NA,0,1,0,0,14,5,NA,0,0,NA,NA,3,NA
"10636",2018-02-13,-3,0,NA,11,1,9,-1,3,-1,-6,NA,-4,NA,NA,-5,-8,10,6,NA,18,8,18,10,11,4,NA,NA,10,NA,NA,5,2,0,0,NA,0,32,0,0,66,5,NA,0,0,NA,NA,0,NA
"10637",2018-02-14,5,-1,NA,12,-1,12,6,9,0,NA,24,-2,NA,NA,-7,-1,11,6,NA,19,9,21,10,21,7,NA,NA,12,NA,NA,5,8,0,2,NA,0,60,254,0,1,30,NA,0,0,NA,NA,0,NA
"10638",2018-02-15,5,0,NA,NA,1,10,6,12,4,NA,24,2,NA,NA,0,2,16,9,NA,24,9,21,11,18,11,NA,NA,17,NA,NA,3,7,0,42,NA,0,17,0,0,10,57,NA,0,0,NA,NA,23,NA
"10639",2018-02-16,3,-1,NA,NA,-1,10,7,10,1,-6,25,2,NA,NA,-2,-5,15,8,NA,25,10,23,15,14,10,NA,NA,11,NA,NA,8,2,0,0,NA,0,1,0,0,97,17,NA,3,0,NA,NA,0,NA
"10640",2018-02-17,4,-1,NA,16,-1,11,7,7,4,-6,25,NA,NA,NA,-3,-8,15,8,2,NA,10,23,15,13,9,NA,NA,12,NA,NA,3,2,0,0,NA,0,1,0,0,19,0,NA,0,0,NA,NA,0,NA
"10641",2018-02-18,2,-2,-6,16,0,9,3,6,-1,-5,NA,-3,NA,NA,-5,-5,14,8,NA,20,10,19,13,14,9,NA,NA,8,NA,NA,7,6,0,0,NA,0,7,0,0,14,0,NA,0,0,NA,NA,0,NA
"10642",2018-02-19,0,-1,NA,17,4,9,6,10,0,NA,25,-1,NA,NA,-4,2,15,4,NA,25,8,16,15,12,6,NA,NA,11,NA,NA,3,16,0,2,NA,0,26,0,0,54,12,NA,0,0,NA,NA,0,NA
"10643",2018-02-20,2,-3,NA,NA,6,6,7,9,3,NA,NA,0,NA,NA,-2,1,17,5,NA,25,6,15,14,12,7,NA,NA,14,NA,NA,4,18,0,0,NA,0,19,0,0,46,20,NA,0,0,NA,NA,0,NA
"10644",2018-02-21,1,-3,NA,NA,0,7,3,6,0,-4,25,1,NA,NA,-2,-2,12,5,NA,19,6,16,12,12,5,NA,NA,10,NA,NA,5,1,0,0,NA,0,3,0,0,8,0,NA,0,0,NA,NA,0,NA
"10645",2018-02-22,-4,-2,NA,NA,0,7,0,3,-1,-2,25,NA,NA,NA,-3,-1,11,5,NA,NA,5,16,11,11,5,NA,NA,4,NA,NA,4,3,0,0,NA,10,0,0,0,0,0,NA,0,0,NA,NA,0,NA
"10646",2018-02-23,-8,-4,NA,11,-3,6,-1,1,-2,1,NA,NA,NA,NA,-4,2,10,3,NA,NA,5,14,10,10,4,NA,NA,10,NA,NA,3,7,0,0,NA,53,0,0,0,0,0,NA,0,10,NA,NA,0,NA
"10647",2018-02-24,-5,-3,NA,14,-3,6,0,2,-2,NA,25,-2,NA,NA,-6,1,12,3,NA,21,4,16,11,10,6,NA,NA,15,NA,NA,4,9,0,0,NA,43,0,0,0,0,0,NA,8,0,NA,NA,0,NA
"10648",2018-02-25,-3,-4,-7,NA,-2,7,0,2,-2,NA,25,NA,NA,NA,-6,1,14,1,6,23,1,19,14,12,4,NA,NA,9,NA,NA,0,11,0,0,NA,0,1,0,0,0,0,NA,3,0,NA,NA,0,NA
"10649",2018-02-26,-3,-6,NA,16,-3,6,2,5,-4,-3,NA,0,NA,NA,-8,1,17,1,NA,20,0,18,16,10,1,NA,NA,11,NA,NA,-2,12,4,2,NA,0,21,0,0,0,0,NA,0,0,NA,NA,2,NA
"10650",2018-02-27,2,-7,0,16,-5,NA,2,2,-6,0,25,1,NA,NA,-10,6,6,0,5,22,-1,NA,6,7,-2,NA,NA,13,NA,NA,-3,16,168,2,NA,0,14,NA,199,0,0,NA,0,0,NA,NA,0,NA
"10651",2018-02-28,6,-8,NA,NA,-8,6,4,-1,-8,NA,NA,2,NA,NA,-10,2,14,-5,NA,25,-1,18,12,5,-1,NA,NA,16,NA,NA,-3,14,0,0,NA,0,13,0,192,35,0,NA,0,0,NA,NA,0,NA
"10652",2018-03-01,7,-8,-2,17,-6,8,5,4,-5,NA,26,6,NA,NA,-7,1,14,-1,NA,24,1,16,12,20,2,NA,NA,21,NA,NA,2,3,0,0,NA,0,10,0,173,84,3,NA,0,351,NA,NA,0,NA
"10653",2018-03-02,6,-7,NA,19,-5,8,4,4,1,-6,26,NA,NA,NA,-6,-1,12,-1,NA,22,6,16,8,12,9,NA,NA,13,NA,NA,0,4,102,0,NA,0,9,191,153,49,4,NA,0,10,NA,NA,22,NA
"10654",2018-03-03,8,-5,1,19,-2,10,5,7,0,0,26,0,NA,NA,-3,-1,14,1,NA,NA,7,15,13,17,11,NA,NA,15,NA,NA,2,3,20,0,NA,0,7,48,138,22,7,NA,33,0,NA,NA,2,NA
"10655",2018-03-04,6,-2,NA,20,1,5,5,6,2,NA,25,3,NA,NA,0,1,13,11,NA,23,9,16,13,15,9,NA,NA,22,NA,NA,11,4,26,29,NA,0,29,0,49,0,26,61,0,0,NA,NA,5,NA
"10656",2018-03-05,4,3,NA,NA,3,6,6,7,4,NA,NA,NA,NA,NA,0,0,10,11,NA,26,10,22,9,13,13,NA,NA,15,NA,NA,14,3,32,0,NA,48,2,0,21,12,47,NA,0,0,NA,NA,0,NA
"10657",2018-03-06,5,-1,-4,NA,4,10,4,7,6,-1,25,NA,NA,NA,-2,0,11,10,NA,NA,10,24,11,12,12,NA,NA,15,NA,NA,11,4,4,0,NA,3,28,0,10,41,17,NA,0,0,NA,NA,0,NA
"10658",2018-03-07,3,2,NA,NA,2,10,2,7,4,2,NA,1,NA,NA,2,-3,12,11,NA,21,9,25,11,15,11,NA,NA,9,NA,NA,10,1,26,12,NA,0,37,0,26,0,34,NA,0,0,NA,NA,6,NA
"10659",2018-03-08,5,2,NA,NA,3,9,4,8,4,NA,24,4,NA,NA,3,-4,15,8,NA,NA,10,25,11,16,10,NA,NA,NA,NA,NA,12,1,59,43,NA,112,15,0,10,14,28,NA,58,0,NA,NA,26,NA
"10660",2018-03-09,7,2,-4,10,0,12,9,10,6,NA,NA,NA,NA,NA,2,-3,19,10,NA,19,12,21,12,23,14,NA,NA,14,NA,NA,8,2,0,25,NA,18,40,0,119,4,31,NA,5,485,NA,NA,78,NA
"10661",2018-03-10,9,7,NA,12,5,13,8,10,10,0,24,5,NA,NA,6,-1,20,15,NA,20,13,17,12,17,18,NA,NA,13,NA,NA,15,3,14,38,NA,0,35,762,237,0,60,NA,137,10,NA,NA,1,NA
"10662",2018-03-11,5,7,-3,14,5,13,6,10,10,NA,26,NA,NA,NA,8,-1,12,13,NA,22,10,20,10,18,18,NA,NA,12,NA,NA,16,3,40,54,NA,0,23,112,11,10,104,NA,15,0,NA,NA,11,NA
"10663",2018-03-12,6,7,NA,16,7,13,6,9,9,1,26,NA,NA,NA,9,1,12,14,NA,23,10,19,13,14,14,NA,NA,16,NA,NA,14,6,0,35,NA,0,42,0,15,14,10,NA,0,0,NA,NA,11,NA
"10664",2018-03-13,5,4,2,17,4,14,7,8,8,6,NA,3,NA,NA,5,-3,17,8,NA,24,12,19,14,15,13,NA,NA,18,NA,NA,10,2,0,40,NA,0,24,0,3,3,14,NA,0,0,NA,NA,67,NA
"10665",2018-03-14,7,0,7,19,1,11,7,9,2,12,25,4,NA,NA,2,-4,16,11,NA,NA,12,19,13,19,15,NA,NA,24,NA,NA,11,8,12,0,NA,10,55,13,229,3,16,NA,0,0,NA,NA,0,NA
"10666",2018-03-15,6,3,NA,18,7,10,6,7,9,NA,26,7,NA,NA,0,-1,13,11,NA,25,13,18,12,15,14,NA,NA,23,NA,NA,12,6,8,32,NA,8,32,56,1,2,39,470,0,0,NA,NA,17,NA
"10667",2018-03-16,4,0,-1,NA,7,10,5,6,7,NA,NA,NA,NA,NA,1,-2,12,6,NA,25,0,17,12,16,14,NA,NA,18,NA,NA,10,1,0,12,NA,0,8,0,32,11,19,NA,0,0,NA,NA,23,NA
"10668",2018-03-17,2,-2,NA,18,0,9,3,6,1,2,26,3,NA,NA,-3,1,11,0,NA,NA,0,16,10,12,9,NA,NA,12,NA,NA,1,6,34,0,41,0,21,56,73,92,47,NA,0,0,NA,NA,34,NA
"10669",2018-03-18,2,-3,NA,18,-2,9,4,7,-1,5,NA,3,NA,NA,-4,1,12,2,NA,23,4,16,13,13,2,NA,NA,16,NA,NA,0,12,0,0,38,0,4,0,0,181,74,NA,0,0,NA,NA,2,NA
"10670",2018-03-19,2,-4,NA,NA,-2,9,4,5,-2,NA,26,8,NA,NA,-4,1,11,4,NA,23,6,22,10,9,2,NA,NA,16,NA,NA,3,6,34,0,0,0,3,0,42,97,11,20,0,0,NA,NA,0,NA
"10671",2018-03-20,0,-1,NA,NA,0,9,3,5,-2,NA,NA,NA,NA,NA,-8,-2,7,8,NA,24,10,22,10,9,8,NA,NA,9,NA,NA,3,2,0,2,NA,13,12,0,0,2,0,NA,0,89,NA,NA,1,NA
"10672",2018-03-21,-2,-4,-2,13,-2,9,2,5,0,NA,26,NA,NA,NA,-6,-1,12,7,NA,21,10,22,12,12,9,NA,NA,6,NA,NA,7,2,0,0,NA,0,0,157,0,0,0,NA,0,15,NA,NA,0,NA
"10673",2018-03-22,-3,4,1,15,4,9,0,3,0,1,NA,3,NA,NA,-2,-1,12,8,NA,23,12,22,14,13,8,NA,NA,16,NA,NA,3,3,0,32,NA,0,5,127,0,11,0,NA,0,310,NA,NA,22,NA
"10674",2018-03-23,2,5,NA,17,5,13,4,7,5,2,NA,NA,NA,NA,3,0,14,7,NA,23,8,19,14,18,7,NA,NA,17,NA,NA,8,3,42,0,NA,0,11,157,35,112,0,NA,0,0,NA,NA,4,NA
"10675",2018-03-24,2,1,NA,18,6,NA,4,7,6,NA,25,NA,NA,NA,-1,1,11,10,NA,24,11,NA,11,11,14,NA,NA,17,NA,NA,12,3,0,0,NA,0,8,NA,0,220,0,NA,0,0,NA,NA,0,NA
"10676",2018-03-25,4,-1,6,NA,5,9,5,7,5,3,NA,5,NA,NA,-2,-2,12,10,NA,NA,12,18,14,10,16,NA,NA,20,NA,NA,13,3,10,0,NA,28,1,NA,0,150,0,NA,0,0,NA,NA,0,NA
"10677",2018-03-26,1,0,NA,18,3,11,4,6,6,4,25,5,NA,NA,1,1,15,11,NA,27,14,22,16,15,14,NA,NA,23,NA,NA,10,9,0,0,NA,15,33,0,0,6,3,NA,71,0,NA,NA,1,NA
"10678",2018-03-27,1,1,9,19,4,9,8,11,5,6,NA,8,NA,NA,0,4,20,10,NA,26,10,26,21,18,14,NA,NA,23,NA,NA,11,11,0,14,NA,13,45,0,0,0,21,NA,5,0,NA,NA,54,NA
"10679",2018-03-28,3,3,NA,19,4,11,9,8,7,10,24,10,NA,NA,6,3,23,7,NA,26,9,22,21,17,14,NA,NA,25,NA,NA,10,6,0,116,NA,0,54,0,0,41,66,NA,99,0,NA,NA,54,NA
"10680",2018-03-29,6,3,NA,20,-1,11,8,6,3,NA,24,NA,NA,NA,1,2,18,9,NA,26,7,18,16,14,12,NA,NA,26,NA,NA,12,6,0,4,NA,0,84,0,8,44,79,NA,10,0,NA,NA,0,NA
"10681",2018-03-30,5,6,6,20,3,11,4,6,5,NA,NA,NA,NA,NA,-1,1,13,13,NA,26,8,19,12,13,11,NA,NA,20,NA,NA,14,7,34,45,NA,0,105,0,22,52,17,NA,3,0,NA,NA,0,NA
"10682",2018-03-31,4,4,NA,NA,3,11,3,7,4,8,24,4,NA,NA,6,1,14,11,NA,26,8,17,14,14,11,NA,NA,19,NA,NA,15,14,0,28,NA,0,51,0,0,12,3,NA,8,0,NA,NA,0,NA
"10683",2018-04-01,1,2,NA,20,3,11,5,8,6,11,NA,8,NA,NA,5,-3,19,7,NA,26,11,18,18,18,11,NA,NA,23,NA,NA,11,1,0,18,NA,0,72,0,0,0,1,NA,5,0,NA,NA,18,NA
"10684",2018-04-02,5,2,13,20,3,14,9,12,7,14,25,10,NA,NA,3,-3,22,12,NA,27,13,20,19,20,16,NA,NA,25,NA,NA,15,4,0,44,NA,0,66,0,53,4,5,NA,8,0,NA,NA,8,NA
"10685",2018-04-03,10,8,NA,NA,8,12,8,10,10,NA,NA,NA,NA,NA,9,2,19,17,NA,27,12,19,16,20,15,NA,NA,25,NA,NA,20,4,0,78,25,0,24,0,0,0,25,NA,0,0,NA,NA,0,NA
"10686",2018-04-04,6,8,NA,20,7,13,7,9,8,NA,NA,NA,NA,NA,8,-3,16,14,NA,28,12,17,16,17,14,NA,NA,28,NA,NA,18,2,0,66,104,0,14,0,0,70,53,NA,0,0,NA,NA,29,NA
"10687",2018-04-05,2,2,0,21,4,12,6,7,6,NA,26,NA,NA,NA,0,-3,21,10,NA,28,16,18,19,16,12,NA,NA,19,NA,NA,13,5,0,10,NA,0,2,0,0,0,10,119,0,0,NA,NA,18,NA
"10688",2018-04-06,9,2,NA,NA,2,13,10,9,4,NA,26,10,NA,NA,-1,-2,21,15,NA,29,17,19,18,18,20,NA,NA,27,NA,NA,15,3,0,0,NA,0,0,0,74,72,1,NA,0,0,NA,NA,0,NA
"10689",2018-04-07,6,8,NA,13,8,14,7,9,10,2,26,NA,NA,NA,1,-6,15,21,NA,NA,12,21,11,16,21,NA,NA,19,NA,NA,23,0,142,0,NA,0,28,0,41,3,0,NA,38,0,NA,NA,0,NA
"10690",2018-04-08,6,8,2,15,8,11,5,8,11,NA,27,NA,NA,NA,5,-2,14,20,NA,25,10,22,16,16,23,NA,NA,17,NA,NA,24,2,0,0,NA,0,32,0,25,57,1,NA,15,0,NA,NA,0,NA
"10691",2018-04-09,4,8,6,18,7,12,5,9,11,0,NA,3,NA,NA,6,-1,13,15,NA,25,15,29,9,14,17,NA,NA,20,NA,NA,22,3,2,8,NA,0,74,0,27,91,26,NA,0,0,NA,NA,0,NA
"10692",2018-04-10,3,10,NA,20,7,15,3,7,10,NA,26,8,NA,NA,8,0,11,19,NA,27,10,27,8,13,17,NA,NA,21,NA,NA,21,7,58,26,NA,0,54,0,176,21,56,NA,0,0,NA,NA,53,NA
"10693",2018-04-11,3,9,8,21,7,13,3,6,6,NA,26,9,NA,NA,9,4,8,17,NA,NA,9,24,11,14,19,NA,NA,NA,NA,NA,18,18,16,0,NA,0,20,0,0,17,1,NA,0,0,NA,NA,0,NA
"10694",2018-04-12,6,7,11,23,6,11,5,7,9,7,26,NA,NA,NA,9,4,12,13,NA,28,12,21,11,16,16,NA,NA,26,NA,NA,22,22,24,4,NA,0,7,0,74,0,5,NA,0,15,NA,NA,0,NA
"10695",2018-04-13,2,5,NA,24,6,12,5,10,9,9,NA,NA,NA,NA,8,3,14,13,NA,NA,17,26,14,15,19,NA,NA,19,NA,NA,12,7,0,0,61,0,2,0,48,0,28,NA,0,0,NA,NA,364,NA
"10696",2018-04-14,1,6,NA,NA,5,12,5,10,8,NA,27,8,NA,NA,5,2,18,14,NA,NA,15,28,16,17,17,NA,NA,16,NA,NA,21,4,0,26,NA,0,0,0,2,2,1,71,0,0,NA,NA,0,NA
"10697",2018-04-15,3,10,NA,NA,8,11,9,11,8,6,NA,NA,NA,NA,10,-2,19,17,NA,NA,14,23,18,17,18,NA,NA,25,NA,NA,20,3,16,55,NA,0,7,0,143,18,3,NA,5,10,NA,NA,5,NA
"10698",2018-04-16,8,8,7,15,8,11,7,8,8,6,25,10,NA,NA,10,-3,16,14,NA,NA,18,18,18,16,18,NA,NA,21,NA,NA,21,2,0,2,NA,127,2,0,0,0,0,NA,140,0,NA,NA,0,NA
"10699",2018-04-17,3,7,13,15,9,9,8,10,6,NA,26,NA,NA,NA,7,-1,21,19,NA,23,22,19,22,20,22,NA,NA,14,NA,NA,23,4,0,0,NA,61,0,0,0,0,0,NA,18,0,NA,NA,0,NA
"10700",2018-04-18,7,9,NA,20,10,9,12,11,8,6,NA,NA,NA,NA,7,1,23,22,NA,NA,26,21,25,21,26,NA,NA,19,NA,NA,26,2,0,0,NA,0,0,0,0,0,0,NA,0,119,NA,NA,0,NA
"10701",2018-04-19,6,12,NA,20,9,9,12,12,11,7,26,10,NA,NA,8,1,22,28,NA,26,24,19,24,19,28,NA,NA,24,NA,NA,28,8,0,0,NA,0,0,76,0,0,0,NA,0,66,NA,NA,0,NA
"10702",2018-04-20,9,9,14,21,9,9,12,13,13,11,NA,12,NA,NA,8,4,19,23,NA,NA,23,23,22,17,29,NA,NA,27,NA,NA,29,8,0,0,NA,0,0,0,0,0,0,NA,5,0,NA,NA,0,NA
"10703",2018-04-21,7,6,NA,22,10,11,12,11,14,12,26,12,NA,NA,10,3,22,21,NA,27,21,24,20,19,28,NA,NA,29,NA,NA,26,7,0,0,272,3,20,0,0,0,5,NA,0,0,NA,NA,0,NA
"10704",2018-04-22,10,11,NA,22,11,12,13,13,15,NA,26,13,NA,NA,12,4,24,26,NA,28,15,23,23,18,27,NA,NA,31,NA,NA,28,11,0,0,13,0,36,0,0,8,18,91,3,0,NA,NA,0,NA
"10705",2018-04-23,11,9,NA,23,7,13,14,12,13,NA,NA,NA,NA,NA,10,5,25,14,NA,28,15,21,24,15,23,NA,NA,20,NA,NA,22,11,0,0,13,0,0,0,0,2,1,559,0,0,NA,NA,0,NA
"10706",2018-04-24,10,9,NA,NA,10,11,15,13,9,NA,26,13,NA,NA,8,6,25,14,NA,28,15,21,26,16,21,NA,NA,16,NA,NA,21,13,0,14,0,0,5,0,0,1,0,NA,74,5,NA,NA,0,NA
"10707",2018-04-25,9,9,9,NA,7,13,13,12,11,8,27,NA,NA,NA,9,3,23,13,NA,NA,14,19,28,17,19,NA,NA,25,NA,NA,20,8,0,27,NA,338,14,0,0,0,0,NA,0,175,NA,NA,1,NA
"10708",2018-04-26,8,7,12,21,6,12,14,10,7,10,NA,NA,NA,NA,5,4,24,13,NA,NA,11,19,26,16,17,NA,NA,26,NA,NA,16,13,0,18,NA,15,24,0,0,0,3,NA,0,56,NA,NA,0,NA
"10709",2018-04-27,13,6,NA,22,5,13,14,10,7,NA,NA,13,NA,NA,3,4,26,14,NA,29,9,19,24,16,20,NA,NA,22,NA,NA,20,13,0,3,NA,0,85,0,0,0,0,NA,140,0,NA,NA,0,NA
"10710",2018-04-28,8,7,13,23,7,12,10,7,11,9,23,NA,NA,NA,8,3,24,14,NA,27,7,20,19,12,16,NA,NA,27,NA,NA,19,7,0,14,NA,0,23,0,62,40,6,NA,119,0,NA,NA,4,NA
"10711",2018-04-29,7,6,NA,23,5,NA,4,6,9,10,26,12,NA,NA,7,2,13,12,NA,27,9,NA,13,14,14,NA,NA,28,NA,NA,25,7,0,195,NA,0,35,NA,38,75,55,NA,3,0,NA,NA,7,NA
"10712",2018-04-30,4,7,NA,23,4,12,4,7,5,12,NA,12,NA,NA,10,6,14,11,NA,29,13,20,12,14,10,NA,NA,28,NA,NA,20,26,0,250,0,0,56,NA,25,56,142,NA,0,0,NA,NA,1,NA
"10713",2018-05-01,0,5,NA,24,2,12,6,6,4,17,25,16,NA,NA,3,15,17,12,NA,29,14,20,16,15,14,NA,NA,30,NA,NA,15,28,0,66,10,0,12,0,0,2,42,NA,48,0,NA,NA,0,NA
"10714",2018-05-02,4,5,NA,24,7,12,6,10,3,NA,25,NA,NA,NA,1,12,18,17,NA,31,15,19,18,16,17,NA,NA,23,NA,NA,17,30,0,12,NA,0,60,0,0,113,2,41,66,0,NA,NA,0,NA
"10715",2018-05-03,7,3,NA,NA,2,11,9,9,7,9,NA,NA,NA,NA,7,7,20,13,NA,34,19,21,19,15,17,NA,NA,27,NA,NA,19,19,0,0,NA,0,14,0,0,3,2,NA,5,46,NA,NA,0,NA
"10716",2018-05-04,4,2,11,22,7,12,8,8,7,11,24,NA,NA,NA,8,14,21,17,NA,25,20,22,20,16,19,NA,NA,24,NA,NA,22,23,0,0,NA,175,0,0,0,0,0,NA,142,61,NA,NA,0,NA
"10717",2018-05-05,11,7,NA,23,4,13,10,8,9,12,28,10,NA,NA,9,11,22,21,NA,27,24,25,24,17,24,NA,NA,26,NA,NA,24,27,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA
